,Date,Company,Title,Location,Link,Description,Level,Type,Function,Industry,profile_Link
0,2023-06-29,IONOS,Product Manager (f/m/d) - Server & Cloud,Karlsruhe,https://de.linkedin.com/jobs/view/product-manager-f-m-d-server-cloud-at-ionos-3647821795?refId=RvoauGqkg5VtTDC92%2FqDEA%3D%3D&trackingId=%2BoL8FZB8NDI2VQOIi5sbFw%3D%3D&position=17&pageNum=29&trk=public_jobs_jserp-result_search-card,"At IONOS, the leading European provider of cloud infrastructure, cloud services and hosting services, you will work together with a wide range of teams. We are characterized by open structures, a friendly working culture and flat hierarchies with a strong team spirit. We firmly believe that work and fun are compatible, and offer you the right environment for this. Our constant growth means that we are always looking for new colleagues. Become part of IONOS and grow with us.




Your Tasks:




Together with your experienced and creative colleagues in the Technical Product Management Server, you will assume full product and project responsibility in the Dedicated Server and Private Cloud portfolios after intensive and sustained training. This includes, inter alia, the following tasks:




Analysis of customer needs and derivation of product optimizations and ideas.
Preparation of concepts and requirements as well as monitoring of implementation.
Coordination with interfaces for product positioning and description.
Content management of technical departments.
Maintenance of product-related roadmaps and KPIs.




We Appreciate:




Are you a digital native or simply passionate about the subject area we are responsible for and able to translate your thoughts and ideas for new products and services into technical requirements? Have you successfully completed a course of study or training or have relevant professional experience? In addition, the following topics are not #newterritory for you:




Virtual environments (especially VMware-based) and dedicated servers.
Storage solutions and network and security issues.
Tasks in product management with technical focus and customer relationship.
Fluent knowledge of German and English (ideally Spanish).




What else we would like to tell you:




The following benefits await you:




Hybrid working model with home office option.
Flexible working hours through trust-based working hours.
At some locations a subsidized canteen and various free drinks.
Modern office space with very good transport connections.
Various employee discounts for activities and products.
Employee events such as summer and winter parties, as well as workshops.
Numerous training and development opportunities.
Various health offers, such as sports and health courses.




About IONOS




IONOS is the leading European digitalization partner for small and medium-sized businesses (SMB). The company serves around six million customers and operates across 18 markets in Europe and North America, with its services being accessible worldwide. With its Web Presence & Productivity portfolio, IONOS acts as a 'one-stop shop' for all digitalization needs: from domains and web hosting to classic website builders and do-it-yourself solutions, from e-commerce to online marketing tools. In addition, the company offers Cloud Solutions to enterprises who are looking to move to the cloud as their businesses evolve.




We value diversity and welcome all applications - regardless of, for example, gender, nationality, ethnic or social origin, religion, disability, age as well as sexual orientation and identity, physical characteristics, marital status or any other irrelevant factor subject to applicable law.",Berufseinstieg,Vollzeit,IT,IT-Services und IT-Consulting,https://de.linkedin.com/company/ionos?trk=public_jobs_topcard_logo
1,2023-06-30,eFly-amz gmbh,Account Manager Digital Marketing (m/w/d),Stuttgart,https://de.linkedin.com/jobs/view/account-manager-digital-marketing-m-w-d-at-efly-amz-gmbh-3649247171?refId=99SfbmoygvDrCJnJmvFxaA%3D%3D&trackingId=kR0gjSdH3W0CatrWHnNulA%3D%3D&position=21&pageNum=13&trk=public_jobs_jserp-result_search-card,"
        At IONOS, the leading European provider of cloud infrastructure, cloud services and hosting services, you will work together with a wide range of teams. We are characterized by open structures, a friendly working culture and flat hierarchies with a strong team spirit. We firmly believe that work and fun are compatible, and offer you the right environment for this. Our constant growth means that we are always looking for new colleagues. Become part of IONOS and grow with us.Your Tasks:Together with your experienced and creative colleagues in the Technical Product Management Server, you will assume full product and project responsibility in the Dedicated Server and Private Cloud portfolios after intensive and sustained training. This includes, inter alia, the following tasks:Analysis of customer needs and derivation of product optimizations and ideas. Preparation of concepts and requirements as well as monitoring of implementation. Coordination with interfaces for product positioning and description. Content management of technical departments. Maintenance of product-related roadmaps and KPIs. We Appreciate:Are you a digital native or simply passionate about the subject area we are responsible for and able to translate your thoughts and ideas for new products and services into technical requirements? Have you successfully completed a course of study or training or have relevant professional experience? In addition, the following topics are not #newterritory for you:Virtual environments (especially VMware-based) and dedicated servers. Storage solutions and network and security issues. Tasks in product management with technical focus and customer relationship. Fluent knowledge of German and English (ideally Spanish). What else we would like to tell you:The following benefits await you:Hybrid working model with home office option. Flexible working hours through trust-based working hours. At some locations a subsidized canteen and various free drinks. Modern office space with very good transport connections. Various employee discounts for activities and products. Employee events such as summer and winter parties, as well as workshops. Numerous training and development opportunities. Various health offers, such as sports and health courses. About IONOSIONOS is the leading European digitalization partner for small and medium-sized businesses (SMB). The company serves around six million customers and operates across 18 markets in Europe and North America, with its services being accessible worldwide. With its Web Presence & Productivity portfolio, IONOS acts as a 'one-stop shop' for all digitalization needs: from domains and web hosting to classic website builders and do-it-yourself solutions, from e-commerce to online marketing tools. In addition, the company offers Cloud Solutions to enterprises who are looking to move to the cloud as their businesses evolve.We value diversity and welcome all applications - regardless of, for example, gender, nationality, ethnic or social origin, religion, disability, age as well as sexual orientation and identity, physical characteristics, marital status or any other irrelevant factor subject to applicable law.
      ","
            Berufseinstieg
          ","
          Vollzeit
        ","
            IT
          ","
          IT-Services und IT-Consulting
          ",https://de.linkedin.com/company/ionos?trk=public_jobs_topcard_logo
2,2023-06-24,Fujifilm Europe,Key Account Print-on-Demand (w/m/div),Ratingen,https://de.linkedin.com/jobs/view/key-account-print-on-demand-w-m-div-at-fujifilm-europe-3574594037?refId=v9qQi1gcaVp%2BEOJuWXa9PQ%3D%3D&trackingId=C9rFkNQVyOURAQGeeQtYmw%3D%3D&position=10&pageNum=28&trk=public_jobs_jserp-result_search-card,"
        In der Rolle des Account Managers in Digital Marketing treibst du zusammen mit unseren Kunden die Amazon-Werbestrategien von Morgen voran.Als stark wachsende Amazon Marketing Agentur im Herzen von Stuttgart suchen wir Persönlichkeiten, die Verantwortung übernehmen und in ihrem Bereich die besten werden wollen. Durch die schnelle Entwicklung unseres Unternehmens bietet sich dir viel Freiraum, um Strukturen mitzugestalten, neue Prozesse zu entwickeln und unser Unternehmen entscheidend voranzubringen.Du bist Ansprechpartner sowie strategischer Berater nach außen und sorgst mit deinem Einsatz für maximale Kundenzufriedenheit. Intern erarbeitest du zusammen mit dem Team Marketingstrategien und kümmerst dich um deren Umsetzung.Wir suchen ambitionierte Persönlichkeiten, die Lust haben, zusammen mit uns durchzustarten. 🚀 Klingt gut? Dann lies jetzt weiter!AufgabenDu bist zentraler Ansprechpartner für Kunden aus unterschiedlichen BranchenEntwicklung und Einsteuerung von innovativen Werbestrategien für diverse Amazon HändlerKonzeption und Monitoring des Werbeauftritts unserer Bestandskunden auf AmazonNeben deiner Arbeit am Kunden trägst du ebenfalls dazu bei interne Prozesse zu optimieren und die eFly weiterzuentwickelnDu bist im regelmäßigem Austausch mit unserem Performance-Team, mit welchem du gemeinsam neue Marketingstrategien entwickelstTeilnahme an Veranstaltungen und MessenQualifikationSehr gute KommunikationsfähigkeitErfahrung in diesem Berufsfeld, bestenfalls im Zusammenhang mit AmazonExtravertiertes Auftreten mit einer Hands-On MentalitätSchnelle Auffassungsgabe und die Bereitschaft sich neuen Themenfeldern eigenständig anzunehmen sowie sich fortlaufend im Thema Amazon Werbestrategien weiterzubildenHohes Interesse an der Mitarbeit in einem jungen dynamischen TeamSehr gute Deutschkenntnisse in Wort und SchriftBenefitsWir suchen Persönlichkeiten, die Verantwortung übernehmen und in ihrem Bereich die Besten werden wollen. Bringst du diese Einstellung mit, bekommst du von uns die Chance über dich hinaus zu wachsen. Auf der einen Seite werden wir viel von dir verlangen, auf der anderen Seite werden wir dir allerdings auch sehr viel bieten: Ein überdurchschnittlich motiviertes und familiäres Team, die Möglichkeit zur persönlichen und professionellen Weiterentwicklung und ein Umfeld, das deine Leistung wertschätzt.Wir freuen uns auf Dich!Our MISSIONCome build the biggest eCommerce agency in the world with us.Our VISIONWe change eCommerce.
      ","
            Berufseinstieg
          ","
          Vollzeit
        ","
            Marketing
          ","
          Business Consulting und Unternehmensdienstleistungen
          ",https://de.linkedin.com/company/efly-amz-gmbh?trk=public_jobs_topcard_logo
3,2023-05-31,HelloFresh,Food Stylist (m/f/x),Berlin,https://de.linkedin.com/jobs/view/food-stylist-m-f-x-at-hellofresh-3617691961?refId=qjNvHF8nXqMmn%2FIJJRJqOA%3D%3D&trackingId=8YrTkJ0vwN%2FpZa7CKlq01Q%3D%3D&position=22&pageNum=10&trk=public_jobs_jserp-result_search-card,"
        Fujifilm betreibt in Europa über 50 Gruppengesellschaften und Zweigniederlassungen und beschäftigt mehr als 6.000 Mitarbeiterinnen und Mitarbeiter in den Bereichen Forschung und Entwicklung, Produktion, Vertrieb und Service. Die FUJIFILM Europe GmbH, mit Sitz in Ratingen, ist die strategische Hauptverwaltung für die Region. Fujifilm bedient in Europa ein breites Spektrum an Industrien, darunter Medizintechnik, Biopharmazie, elektronische Materialien, Industrieprodukte, Chemikalien, grafische Systeme, optische Geräte, Datenspeicherung und alle Aspekte der Fotografie. In den letzten 20 Jahren hat das Unternehmen seinen Fokus intensiv auf den Bereich Healthcare gerichtet - von der Prävention zur Diagnostik bis hin zur Therapie. Heute hält Fujifilm in Europa das gesamte Spektrum der Patientenversorgung bereit. Außerdem bietet das Unternehmen Forschung, Entwicklung und Herstellung von fortschrittlichen Therapien, Gentherapien und Impfstoffen, sowie die Bereitstellung von Zellkulturmedien und Lösungen für die regenerative Medizin an.Weitere Informationen: fujifilm.comOverviewFür das Graphics Team von Fujifilm in Deutschland suchen wir zum nächstmöglichen Zeitpunkt eine/n Key Account Print-on-Demand (w/m/d)  für die Region SüddeutschlandAbout The RoleSie sind verantwortlich für Verkauf, Netsales, E2E Marge und Kosten aller Produkte im zugewiesenen POD (Print-on-Demand) Bereich. Darüber sind Sie mitverantwortlich für das von der Geschäftsleitung verabschiedete Gesamtbudget, Leistungsindikatoren und strategischen Ziele.Darüber hinaus sind Sie verantwortlich für die Durchsetzung unserer Vertriebspolitik für alle direkten und indirekten Geschäfte für Ihren Bereich. Durch Eigeninitiative gelingt Ihnen die Aquise von Neukunden, sowie die Generierung von Leads umzusetzen. Durch aktive Beratung, und Verhandlungen mit unseren Endverbrauchern tragen Sie zum Verkaufserfolg der Fujifilm-Produkte und zur Durchsetzung der von Fujifilm festgelegten Geschäftspolitik bei.In den wöchentlichen und monatlichen Teammeetings (teilweise auch online) halten Sie die Verkaufsleitung über den aktuellen Stand Ihrer Aktivitäten auf dem Laufenden. Zusätzlich stehen Sie im direkten Austausch mit anderen Abteilungen wie Service, Support und Marketing.Sie sind dem Country Manager Deutschland/Österreich für Graphic Systems direkt unterstellt. Die Stelle ist eine Außendiensttätigkeit.Responsibilities Sie sind für die Gesamtabsatz- und Umsatzplanung für den Bereich POD verantwortlich.  Sie achten auf die Einhaltung und Durchsetzung der seitens der Verkaufsleitung vorgegebenen Richtlinien, sowie der Preis- und Verkaufspolitik und arbeiten eng mit Ihrem Vorgesetzten und Ihren Kollegen zusammen.  Sie machen Vorschläge für die Gestaltung der Verkaufspolitik, für die Einführung neuer Produkte, die Beobachtung der Marktlage und der Kundenwünsche.  Im Rahmen Ihrer Projektplanung für die Weiterentwicklung von Leads erarbeiten Sie individuelle Lösungsvorschläge, involvieren die entsprechenden Kollegen für Verbrauchsmaterialien und bilden so entsprechende Projektteams zur Ausarbeitung bzw. Kalkulation von Amortisations- bzw. Package-Deals.  Gründliche Recherche über die finanzielle Situation der Kunden, Ausarbeitung von Finanzierungsmodellen in enger Absprache mit der Leasing Bank bzw. des Credit Managements der Fujifilm.  Ausarbeitung und Verfassen umfassender Angebote.  Sie beobachten die Entwicklung des Marktes (Produkte, Mitbewerber, Kunden) und leiten diese Informationen an die zuständigen Stellen weiter.  Sie analysieren die im Markt auftretenden Veränderungen und Probleme und kommunizieren Verbesserungsvorschläge gegenüber dem Management von Graphics in Deutschland.  Sie fördern die Zusammenarbeit und den Informationsaustausch mit den Abteilungen der Fujifilm Graphic Systems  Sie erstellen regelmäßig Berichte über laufende Projekte, sowie einen Monatsbericht für die Verkaufsleitung.  Teilnahme an Messen.  Sie sind für die Kosten innerhalb Ihres Arbeitsbereiches verantwortlich. Qualifications Sie besitzen die Fähigkeit zu analytischem Denken und erkennen komplexe Tatbestände schnell.  Auch bei Schwierigkeiten und Misserfolgen verfolgen Sie Ziele weiter und entwickeln neue, innovative und der Situation angepasste Problemlösungen.  Sie denken konzeptionell und strategisch, wobei Sie gleichzeitig die Umsetzungsfähigkeit beurteilen und zu berücksichtigen.  Sie analysieren Strukturen und Prozesse und können Diagnose- und Analysetechniken zur Erfassung institutioneller Strukturen und Vorgänge anwenden.  Sie sind in der Lage komplexe Zusammenhänge verständlich zu erläutern und besitzen die Fähigkeit, eigene Sichtweisen und Ideen zu vermitteln, überzeugend darzustellen und sie zu vertreten.  Sie führen der Situation angemessene Gespräche und Verhandlungen, leiten Besprechungen, üben die Monitoring-Funktion verantwortungsbewusst aus und geben Rückmeldungen zu Ihren erbrachten Leistungen.  Ihren Einfluß üben Sie verantwortungsvoll und angemessen aus.  Sie gehen proaktiv auf andere Menschen zu und bauen Kontakte auf. Sie können mit unterschiedlichen Personengruppen kommunizieren und sind sensibel im Umgang mit Menschen, Auftraggebern und Auftragnehmern, in dem Sie zuhören und sich in andere hineinversetzen.  Sie sind in der Lage, sich Kooperation und fachliche Unterstützung außerhalb Ihres eigenen fachlichen/organisatorischen Zuständigkeitsbereichs zu sichern und fremden Sachverstand in die eigene Arbeit einzubinden.  Sie verfügen über stark ausgeprägte Kooperationsfähigkeit und zielgruppenorientiertes Denken.  Sie verfügen über Verhandlungsgeschick dass es Ihnen ermöglicht eigene Standpunkte durchzuhalten bzw. Kompromisse einzugehen, so dass Sie auch in schwierigen Kunden-/Lieferantenkonstellationen ein situativ angepasstes Maß an Standvermögen zeigen und glaubwürdig Ihre Positionen vertreten.  Sie besitzen kaufmännischen Sachverstand, gute Branchen- / Markt- und Produktkenntnisse.  Sie verfügen über fachübergreifendes, interdisizplinäres Wissen, das es ermöglicht, in Zusammenhängen und Wechselwirkungen zu denken und zu handeln sowie Gruppen fachübergreifend zu moderieren und zur methodischen Ergebniserarbeitung anzuleiten.  Fähigkeit zur verantwortlichen Gestaltung und Steuerung von Veränderungsprozessen und das Portfolio der eigenen Abteilung in strategischer Hinsicht weiterzuentwickeln.  Sie sind fähig und bereit Führungsverantwortung zu übernehmen.  Sie kennen die aktuelle Unternehmenssituation im Markt und im spezifischem Umfeld. Sie besitzen die Fähigkeit, sich im Denken und Handeln am Markt und an den Erwartungen interner und externer Kunden zu orientieren und sich auf Interessen und Anliegen der Geschäftspartner einzustellen.  Mobilität: Bereitschaft zur Reisetätigkeit.  Sie verfügen über sehr gute deutsche Sprachkenntnisse und beherrschen Englisch sicher.  Why work with us? Wir bieten Ihnen eine spannende, herausfordernde Vollzeitstelle im Außendienst, ein attraktives Vergütungspaket und die Sozialleistungen eines internationalen Unternehmens.
      ","
            Berufseinstieg
          ","
          Vollzeit
        ","
            Vertrieb und Geschäftsentwicklung
          ","
          Außenhandel und internationale Entwicklung
          ",https://de.linkedin.com/company/fujifilmemea?trk=public_jobs_topcard_logo
4,2023-06-25,Michelscom GmbH,Junior Personalmanager (m/w/d),Koblenz,https://de.linkedin.com/jobs/view/junior-personalmanager-m-w-d-at-michelscom-gmbh-3645712303?refId=lcHsi6kTIhIc3lB3jgEhYA%3D%3D&trackingId=F1C6pPsss27NqMvnUcgEcA%3D%3D&position=20&pageNum=3&trk=public_jobs_jserp-result_search-card,"
        The roleAs a Food Stylist in the Studio, you will be part of a cross-functional team that is responsible for concepting, shooting and post-producing recipe photography and marketing campaigns. Your role focuses on food styling and set styling while collaborating with cooks, photographers and videographers.Above all, we are looking for people who will make HelloFresh better. We believe there are many different ways of developing skills and we love diverse experiences! So even if you don’t “tick all the boxes” but think you’d thrive in this role, we would really like to learn more about you.What You’ll DoCollaborate with cooks and photographers to create appealing photography according to Brand and Product GuidelinesCreate beautiful, hero-style recipe food- and set-styling for our menu experience both for online menu as well as printed recipe cardsDeliver on brand food- and set-styling for marketing campaigns for photography and videographyPropping, prepping and styling multiple sets per dayWork closely with Senior colleagues on constant improvement of workflows, pro-actively highlighting and/or solving problems.Share responsibility for care, upkeep and maintenance of prop library and equipmentEnsure shot counts are met and daily workload is accurately documented and achieved Manage freelance staff and assistants supporting your set.What You’ll Bring3-5 years experience styling in a professional commercial photography environmentStrong food styling portfolio that demonstrates skill level and attention to detailDemonstrated knowledge of cooking techniques, food preparation and platingExperience working collaboratively with other stylists and photographers on set, food styling and cooking for videos is a plus.Ability to adapt quickly to changes in a high-paced environmentA keen eye for composition, including creative ways of executing your vision based our Brand guidelinesEnthusiastic team player, understanding the value of the studio is in the sum of its partsAn understanding and appreciation for food and shooting fresh ingredientsAbility to adjust to feedback and add value where necessaryInspired, deeply curious with an eye for emerging trends and techniquesImpeccably organized, excellent time manager, with careful attention to detailPlease include a portfolio of your recent and relevant work.What We OfferComprehensive relocation assistance to move to Berlin plus visa application support (if applicable)A significant discount on your weekly HelloFresh boxAnnual learning and development budget to attend conferences or purchase educational resources plus access to the HelloFresh AcademyMental health support, including Headspace subscription and access to qualified therapists through SpillBudget for home office suppliesMonthly transportation budget through Rydes app Working parents supportAdditional perks include: Annual German language budget, discounts for John Reed gyms & Urban Sports Club, regular company events, fresh fruit & free drinks in the office, in-house yoga classes, weekly discount on the Convini vending machine in the officeHybrid working model (option to work from home for up to 50% if preferred) Sabbatical leave option after 18 months of being with HelloFreshHelloFresh Pension Scheme that is subsidized with 20% on topA diverse and vibrant international environment of 90+ different nationalitiesThe chance to have a significant impact on one of the fastest-growing technology companies in Europe in an exciting growth phaseAre you up for the challenge?Please submit your complete application below including your salary expectations and earliest starting date.After submitting an application our team will review this and get back to you within 5 business days.M11882
      ","
            Berufseinstieg
          ","
          Vollzeit
        ","
            Projektmanagement, Geschäftsentwicklung und Logistik
          ","
          Gastronomie und Catering, Fertigung und Dienstleistungen für Verbraucher
          ",https://de.linkedin.com/company/hellofresh?trk=public_jobs_topcard_logo
5,2023-06-05,Wattify GmbH,Wattify - Senior Marketing Manager,Amberg,https://de.linkedin.com/jobs/view/wattify-senior-marketing-manager-at-wattify-gmbh-3622096964?refId=oEn79AkiIzpHzMJAIcbpGg%3D%3D&trackingId=7OpXaOwLr%2BCjk2VUVUNq7w%3D%3D&position=19&pageNum=17&trk=public_jobs_jserp-result_search-card,"Ihre Aufgaben




Übergeordnete Koordination, Planung und Durchführung aller (vorwiegend digitalen) Marketingmaßnahmen, einschließlich SEO/SEM, E-Mail-Marketing, Social Media und Display-Werbekampagnen und interne Abstimmung bspw. mit PR und UKomm.
Planung und Durchführung von Online-Events und Webinaren, in Zusammenarbeit mit anderen Abteilungen
Überwachung und Berichterstattung von Leistungen aller digitalen Marketing-Kampagnen mit dazugehöriger Bewertung anhand von Zielen (ROI und KPIs)
Identifizierung von Trends und Gewinnung von Erkenntnissen mit entsprechender Optimierung der Ausgaben und Leistungen
Gestaltung, Aufbau und Pflege von Social-Media-Auftritten mit Fokus auf den (B2B2C) FinTech-Sektor, bei gleichzeitiger Recherche nach Social Opportunities
Erfahrung mit den Plattformen LinkedIn und XING, Instagram etc.
Verantwortlich für Brand Monitoring, Social Listening und Sentiment-Analyse
Zusammenarbeit mit dem Team, um neue und innovative Wachstums-/Lead-Generierungsstrategien zu entwickeln
Planen, Ausführen und Beurteilen von Experimenten und Conversion-Tests
Zusammenarbeit mit anderen internen Teams bei der Erstellung von Landing Pages, Microsites und der Optimierung der Benutzererfahrung
Umsetzung und Adaptierung der digitalen Strategie auch im Rahmen von Veranstaltungen und Messen
Nutzung starker analytischer Fähigkeiten, um die End-to-End-Kundenerfahrung über mehrere Kanäle und Kundenkontaktpunkte hinweg auszuwerten
Zusammenarbeit und Management mit Agenturen, Freelancern und Medienexperten zur Verbesserung von Marketing-Ergebnissen und Kampagnen
Unterstützung unserer Kunden im Hinblick auf die optimale Präsentation ihrer Projekte auf der Plattform





Ihr Profil




Erfolgreich abgeschlossenes Bachelor- oder Masterstudium im Digital Marketing bzw. eine vergleichbare Qualifikation
Relevante Berufserfahrung in einer digitalen Marketing- oder Werbeposition, idealerweise im (B2B) Fintech-Sektor ODER im Plattformumfeld und den entsprechenden Herausforderungen
Hohe Kreativität mit starken analytischen Fähigkeiten und datengetriebenem Denken
Nachgewiesene Erfahrung in der Erstellung, Leitung und Verwaltung von SEO/SEM-, E-Mail-Marketing-, Social-Media- und Display-Werbekampagnen
Erfahrung in der Identifizierung von Zielgruppen und der Entwicklung von digitalen Kampagnen, die bestehende und/oder potenzielle Kunden ansprechen, informieren und motivieren
Sicherer Umgang im Optimieren sowie Automatisieren von Landing Pages, Funnels und Workflows
Beherrschung von A/B-Tests und multivariaten Experimenten
Solide Kenntnisse in Website-Analyse-Tools (z. B. Google Analytics, Datastudio, SEMrush, andere)
Vertraut mit dem Einrichten und Optimieren von Social-Media-Ads und Google AdWords-Kampagnen
Grundsätzliches Verständnis von HTML, CSS und JavaScript
HubSpot-Erfahrung ist ein starkes Plus
Fundiertes Fachwissen zu verschiedenen Social-Media-Plattformen, Best Practices und Website-Analysen
Idealerweise Kenntnisse von Märkten wie Asien oder Nordamerika
Sprachkenntnisse: fließend in Deutsch und Englisch
Wille etwas zu bewegen und Verantwortung zu übernehmen





Warum wir?




Dich begeistert der Gedanke, eine internationale Plattform mit aufzubauen, die dabei aktiv hilft, das Klimaziel von 1,5 Grad zu erreichen und zudem noch Wert für die Nutzer schafft? Das Gefühl kennen wir und genau deshalb haben wir Wattify gegründet! Unser Ziel ist es, den Bau von erneuerbaren Energieprojekten durch Privatpersonen zu ermöglichen und so die Energiewende massiv voranzutreiben. Dass die Nutzer dabei direkt finanziell von der erzeugten Energie profitieren, macht Wattify auf mehreren Eben nachhaltig. Mit Wattify liegt die Energiewende nun wortwörtlich in den Händen der Crowd und natürlich ein Stück auch in Deinen.




Wattify ist eine Plattform für Impact Investments, in erneuerbare Energien und später in weitere Projekte mit direktem Asset-/Impactbezug, auf unserer Blockchain, vollständig Tokenbasiert. Anfang 2022 geht die Wattify-App live.




Was bieten wir?




Die Wattify GmbH, ist ein „Joint Venture“, ein „Startup“, der STEAG Solar Energy Solutions GmbH (weltweiter EPC Provider) und der Youki GmbH (Blockchain Spezialist).




Wir sind ein internationales Team und auf der Suche nach Mitstreitern, denen die Zukunft und nachhaltiges Handeln wichtig ist… Werde Teil von Wattify. Impact Investment, Fintech und Erneuerbare Energien – nicht nur in Deutschland und Europa sondern schnellstmöglich auch in Asien und Nordamerika für Jedermann zugänglich zu machen.




Neben hybriden Arbeitsmöglichkeiten in unserem wachsenden HQ in Amberg oder an den Standorten: Würzburg, Dortmund, Stuttgart und Köln die Möglichkeit am Aufbau eines internationalen Startups entscheidend mitzuwirken.




Wattify ist Gewinner des Singapore Fintech Festival Award 2021.




Wattify ist die Partnerschaft zweier etablierter deutscher Unternehmen: Steag Solar Energy Solutions GmbH, eines der führenden EPC-Unternehmen Europas, und YOUKI GmbH, Experte für Blockchain-Lösungen. Beide haben ihren Sitz in der vielfältigen Naturlandschaft Bayerns.",Berufseinstieg,Vollzeit,Marketing und Vertrieb,Dienstleistungen im Bereich erneuerbare Energien,https://de.linkedin.com/company/wattifyapp?trk=public_jobs_topcard_logo
